Audio,Darwin,Josefina,Richard,Sayuri
19390,3,4,4,2
19391,3,3,2,1
19392,2,2,3,3
19393,3,2,1,4
19394,2,3,4,2
19395,3,2,2,3
19396,3,4,4,5
19397,4,2,4,5
19398,3,4,2,4
19399,4,2,1,3
19400,2,3,4,2
19401,3,3,2,2
19402,2,3,4,5
19403,4,4,4,5
19404,3,3,2,3
19405,4,2,4,5
19406,4,4,4,5
19407,5,5,4,5
19408,4,4,4,5
19409,2,2,1,3
19410,3,3,4,5
19411,4,4,3,2
19412,2,3,2,3
19413,4,5,4,5
19414,3,2,2,4
19415,2,3,4,2
19416,3,4,4,4
19417,4,4,4,2
19418,4,2,1,3
19419,4,3,3,2
19420,4,4,4,5
19421,2,3,2,3
19422,4,4,4,3
19423,2,3,3,4
19424,4,5,4,4
19425,2,3,4,2
19426,2,3,4,2
19427,4,4,4,5
19428,3,3,4,4
19429,2,2,2,2
19430,2,4,4,3
19431,4,3,2,2
19432,3,2,4,5
19433,2,2,2,2
19434,4,4,4,5
19435,4,3,4,5
19436,3,2,2,2
19437,2,1,2,1
19438,4,4,4,5
19439,3,3,4,2
19440,4,4,4,5
19441,4,2,5,1
19442,3,2,2,5
19443,2,2,1,3
19444,5,4,4,5
19445,2,4,3,5
19446,4,3,3,3
19447,4,5,4,5
19448,2,2,2,3
19449,4,2,2,2
19450,5,5,2,5
19451,2,3,3,1
19452,4,3,1,5
19453,2,3,1,1
19454,3,3,3,1
19455,4,4,4,5
19456,3,4,5,4
19457,2,3,3,4
19458,3,2,1,4
19459,3,5,3,5
19460,4,2,2,3
19461,2,2,1,1
19462,2,3,3,2
19463,2,4,3,3
19464,2,3,3,4
19465,4,4,4,5
19466,5,5,5,5
19467,4,5,5,4
19468,2,4,3,2
19469,3,4,4,1
19470,4,4,4,5
19471,3,2,1,1
19472,2,3,3,2
19473,3,2,2,1
19474,3,3,3,2
19475,2,3,3,5
19476,4,4,5,5
19477,2,3,3,3
19478,4,4,4,5
19479,2,2,2,3
19480,4,4,5,4
19481,4,5,5,5
19482,5,4,1,4
19483,4,5,5,4
19484,3,2,1,1
19485,4,4,3,5
19486,2,3,1,3
19487,2,2,2,3
19488,2,2,1,1
19489,5,5,5,5
19490,3,2,1,2
19491,4,4,5,4
19492,4,4,4,4
19493,4,4,5,5
19494,5,4,4,5
19495,5,5,5,4
19496,2,3,1,3
19497,3,3,3,2
19498,3,2,2,5
19499,3,3,5,2
19500,3,3,3,1
19501,3,2,1,1
19502,4,2,1,5
19503,2,3,3,4
19504,3,4,5,5
19505,5,5,5,5
19506,4,2,5,4
19507,4,4,5,1
19508,3,4,5,4
19509,4,2,2,1
19510,4,2,2,2
19511,2,3,1,3
19512,4,2,1,1
19513,5,5,5,5
19514,2,2,1,4
19515,3,2,3,4
19516,3,2,1,3
19517,2,2,4,2
19518,4,5,1,5
19519,4,4,5,5
19520,3,3,3,4
19521,4,4,5,3
19522,4,4,5,5
19523,4,4,3,1
19524,2,3,1,4
19525,5,5,5,5
19526,5,5,1,4
19527,2,3,3,4
19528,4,4,5,3
19529,4,4,4,5
19530,4,2,2,3
19531,3,4,5,3
19532,3,3,3,4
19533,4,2,1,3
19534,3,4,3,5
19535,4,2,5,3
19536,4,4,4,3
19537,4,3,2,4
19538,4,5,3,5
19539,4,3,1,2
19540,4,4,2,4
19541,2,3,2,3
19542,2,3,3,4
19543,3,3,3,4
19544,3,2,1,5
19545,3,4,3,3
19546,3,4,5,5
19547,3,3,2,2
19548,4,5,5,5
19549,4,2,3,3
19550,4,4,3,4
19551,4,4,4,3
19552,4,4,3,2
19553,2,2,1,3
19554,3,4,5,5
19555,2,4,3,4
19556,3,3,3,3
19557,4,4,3,3
19558,4,4,4,4
19559,4,4,5,4
19560,2,3,4,2
19561,3,4,2,1
19562,3,3,3,4
19563,3,3,3,1
19564,2,4,3,3
19565,2,3,2,1
19566,2,4,2,5
19567,4,4,5,5
19568,4,5,5,4
19569,3,2,1,2
19570,4,4,4,5
19571,2,4,5,1
19572,3,3,3,3
19573,4,4,5,3
19574,2,2,2,1
19575,4,4,5,5
19576,2,3,3,4
19577,3,2,1,1
19578,5,5,5,5
19579,3,2,1,2
19580,4,5,5,4
19581,3,2,2,1
19582,4,5,4,4
19583,2,3,3,4
19584,4,4,5,5
19585,2,3,3,4
19586,4,4,3,3
19587,3,3,3,4
19588,2,3,2,2
19589,3,2,5,1
19590,2,4,5,2
19591,4,4,4,4
19592,2,2,1,3
19593,4,4,5,3
19594,3,3,3,3
19595,3,2,3,2
19596,4,4,3,4
19597,4,4,3,5
19598,4,3,3,4
19599,5,5,5,5
19600,4,4,5,2
19601,4,4,5,5
19602,3,2,2,3
19603,4,5,5,5
19604,3,3,4,3
19605,2,4,4,3
19606,4,2,1,5
19607,3,3,2,3
19608,4,4,3,4
19609,5,4,5,5
19610,5,5,4,4
19611,4,4,4,3
19612,4,2,2,3
19613,4,4,3,4
19614,4,3,3,4
19615,3,3,3,5
19616,3,3,5,3
19617,2,2,3,4
19618,4,4,5,5
19619,4,2,1,1
19620,3,3,3,2
19621,2,3,3,3
19622,2,3,2,2
19623,4,4,3,3
19624,4,4,3,4
19625,4,4,5,5
19626,2,2,1,4
19627,4,4,3,5
19628,4,2,5,5
19629,2,2,5,2
19630,3,2,2,3
19631,4,5,5,5
19632,3,2,1,1
19633,4,4,3,5
19634,3,2,2,5
19635,3,2,5,4
19636,3,3,3,3
19637,4,5,5,4
19638,4,4,4,5
19639,4,2,2,4
19640,5,5,5,5
19641,4,2,2,1
19642,3,3,3,2
19643,2,2,2,5
19644,4,4,5,5
19645,2,3,3,3
19646,3,3,3,2
19647,2,3,3,5
19648,3,3,3,3
19649,4,4,5,4
19650,3,3,3,3
19651,5,5,5,5
19652,3,4,5,3
19653,4,4,5,5
19654,3,3,5,5
19655,3,3,5,3
19656,4,2,2,4
19657,4,2,1,3
19658,3,2,4,4
19659,4,5,4,5
19660,4,2,2,4
19661,4,2,1,3
19662,4,4,5,5
19663,5,5,5,5
19664,3,2,1,2
19665,5,5,5,5
19666,5,5,5,5
19667,2,2,1,4
19668,3,4,1,2
19669,3,3,3,3
19670,2,2,3,5
19671,4,4,2,2
19672,5,5,5,5
19673,4,4,5,5
19674,5,5,3,5
19675,4,5,5,4
19676,4,4,5,4
19677,3,2,1,1
19678,2,3,1,3
19679,4,2,5,1
19680,4,5,5,4
19681,4,5,5,3
19682,4,4,5,5
19683,4,4,5,5
19684,2,3,3,1
19685,4,4,5,4
19686,2,3,1,4
19687,4,4,1,3
19688,4,4,5,5
19689,2,2,1,2
19690,2,2,2,1
19691,5,5,5,5
19692,2,2,1,1
19693,3,4,2,3
19694,2,3,3,4
19695,4,4,3,5
19696,4,2,1,1
19697,3,3,3,3
19698,4,3,3,3
19699,4,4,5,4
19700,4,5,5,4
19701,2,2,3,2
19702,2,3,3,3
19703,4,4,5,2
19704,4,2,3,3
19705,4,4,5,2
19706,2,3,3,3
19707,4,4,5,4
19708,5,5,5,5
19709,4,5,5,3
19710,2,4,5,1
19711,3,2,1,4
19712,4,4,5,5
19713,3,4,5,2
19714,5,5,5,5
19715,2,2,1,1
19716,3,3,3,3
19717,5,5,5,5
19718,2,2,2,2
19719,4,4,4,5
19720,5,5,5,4
19721,3,3,3,2
19722,3,3,2,1
19723,4,2,3,1
19724,3,3,3,3
19725,3,4,3,4
19726,2,2,1,2
19727,2,3,3,5
19728,2,3,3,4
19729,3,4,5,3
19730,4,4,2,5
19731,4,4,3,5
19732,3,2,4,3
19733,2,3,2,2
19734,5,5,5,5
19735,4,4,4,4
19736,2,3,5,2
19737,2,4,5,2
19738,3,4,5,3
19739,5,5,5,5
19740,4,4,3,4
19741,3,2,3,2
19742,1,4,2,3
19743,4,4,4,4
19744,4,2,5,3
19745,4,2,5,4
19746,2,2,3,4
19747,3,3,3,5
19748,4,2,5,2
19749,4,3,4,1
19750,3,3,3,1
19751,3,2,3,4
19752,4,4,5,3
19753,4,5,5,5
19754,2,2,2,1
19755,2,2,4,1
19756,4,5,5,5
19757,4,2,4,5
19758,4,3,3,3
19759,3,4,3,2
19760,5,5,5,5
19761,3,4,5,3
19762,5,4,5,4
19763,2,3,3,3
19764,2,2,3,2
19765,4,3,3,4
19766,4,5,5,5
19767,5,5,5,3
19768,2,3,3,3
19769,4,5,5,4
19770,3,3,3,2
19771,3,4,3,4
19772,4,4,5,5
19773,3,2,2,1
19774,5,5,5,4
19775,3,4,3,3
19776,4,5,5,4
19777,3,3,1,3
19778,2,3,3,3
19779,4,4,4,4
19780,4,4,5,3
19781,2,3,3,4
19782,4,4,4,3
19783,4,3,3,4
19784,4,5,5,2
19785,5,4,5,3
19786,3,4,5,1
19787,4,4,5,2
19788,4,2,5,1
19789,4,2,3,2
19790,2,2,3,3
19791,5,5,5,4
19792,5,5,4,5
19793,3,4,4,1
19794,2,4,5,2
19795,3,4,3,3
19796,3,3,3,2
19797,3,2,3,4
19798,4,4,5,4
19799,3,4,5,3
19800,4,2,3,3
19801,4,2,3,2
19802,4,2,3,4
19803,3,2,4,1
19804,3,4,3,3
19805,3,3,3,3
19806,3,3,3,4
19807,2,2,5,3
19808,4,4,5,4
19809,3,2,5,4
19810,2,3,5,2
19811,3,4,4,3
19812,2,3,2,2
19813,5,5,5,4
19814,4,4,4,3
19815,2,3,5,2
19816,2,2,3,2
19817,3,2,5,4
19818,4,4,5,5
19819,4,2,5,2
19820,3,3,5,3
19821,2,3,3,4
19822,4,4,5,5
19823,3,4,3,3
19824,3,2,3,2
19825,4,4,5,4
19826,4,4,5,3
19827,3,2,2,3
19828,3,3,2,2
19829,4,5,3,5
19830,4,5,5,4
19831,5,5,5,5
19832,4,4,5,5
19833,4,5,4,5
19834,4,3,3,2
19835,5,5,5,4
19836,5,5,5,3
19837,4,5,5,5
19838,3,3,3,3
19839,4,2,1,3
19840,4,3,3,1
19841,2,4,5,1
19842,5,5,5,5
19843,4,5,3,4
19844,2,2,3,3
19845,2,3,3,3
19846,4,4,4,1
19847,4,4,3,4
19848,3,2,1,1
19849,4,5,5,4
19850,3,2,4,2
19851,5,5,5,5
19852,3,2,1,1
19853,2,3,3,2
19854,3,2,4,1
19855,3,4,1,3
19856,4,4,5,4
19857,4,2,3,3
19858,2,3,1,1
19859,4,2,2,5
19860,4,3,3,4
19861,4,3,3,5
19862,3,3,3,3
19863,3,4,3,5
19864,3,3,1,3
19865,4,4,5,5
19866,3,3,3,2
19867,4,5,5,5
19868,4,4,2,4
19869,2,3,1,3
19870,2,2,1,4
19871,4,5,5,5
19872,2,3,3,4
19873,2,2,2,1
19874,4,5,4,5
19875,3,4,3,3
19876,3,3,3,3
19877,3,2,1,1
19878,2,3,3,4
19879,3,2,1,3
19880,5,5,5,5
19881,3,3,1,3
19882,4,3,3,4
19883,5,5,5,4
19884,4,5,4,5
19885,4,5,3,2
19886,3,3,1,2
19887,5,5,5,5
19888,2,2,1,1
19889,3,4,3,3
19890,4,2,3,3
19891,4,2,5,4
19892,2,3,1,4
19893,4,5,5,5
19894,4,4,5,4
19895,3,3,1,2
19896,2,4,5,3
19897,4,5,5,5
19898,2,3,3,1
19899,4,2,2,3
19900,5,5,5,5
19901,2,2,1,1
19902,4,2,2,4
19903,2,3,1,4
19904,4,4,4,5
19905,3,2,3,4
19906,3,2,3,1
19907,3,3,3,5
19908,3,3,3,3
19909,4,4,5,3
19910,4,2,3,5
19911,3,3,5,3
19912,4,4,5,5
19913,3,3,1,4
19914,2,3,3,3
19915,3,4,3,3
19916,3,2,3,1
19917,3,2,5,3
19918,3,3,3,3
19919,2,2,3,4
19920,4,4,5,4
19921,4,2,4,3
19922,4,3,3,2
19923,3,2,2,2
19924,3,3,3,4
19925,3,3,3,1
19926,3,3,3,2
19927,4,4,5,2
19928,2,2,5,4
19929,3,4,5,2
19930,4,5,5,4
19931,4,4,5,3
19932,3,4,4,3
19933,2,2,1,1
19934,2,3,2,1
19935,2,3,2,3
19936,3,3,3,2
19937,4,4,4,5
19938,2,2,4,4
19939,3,2,4,1
19940,3,4,3,3
19941,4,4,5,3
19942,4,4,5,4
19943,3,4,2,2
19944,2,2,1,3
19945,3,2,1,1
19946,4,3,3,4
19947,4,4,3,3
19948,3,2,1,1
19949,3,2,3,2
19950,3,3,3,1
19951,4,3,3,1
19952,3,4,5,3
19953,4,4,4,4
19954,3,3,5,3
19955,2,3,3,5
19956,4,2,2,2
19957,3,2,1,3
19958,4,5,5,5
19959,3,4,3,3
19960,4,4,4,4
19961,5,4,5,5
19962,3,3,5,2
19963,3,3,4,5
19964,3,4,5,2
19965,2,4,1,4
19966,2,3,3,2
19967,2,4,3,2
19968,4,2,5,4
19969,3,2,2,4
19970,4,4,5,3
19971,4,3,3,3
19972,4,3,3,5
19973,2,3,2,3
19974,2,3,3,3
19975,4,4,4,4
19976,5,4,5,4
19977,3,2,3,2
19978,4,2,4,4
19979,2,3,2,3
19980,2,3,5,4
19981,4,5,5,5
19982,4,2,4,4
19983,3,2,1,1
19984,3,3,4,2
19985,3,4,3,3
19986,3,2,4,4
19987,4,2,1,3
19988,2,3,2,5
19989,2,3,3,3
19990,4,2,3,2
19991,4,4,5,4
19992,5,5,5,5
19993,2,2,1,4
19994,4,3,3,3
19995,4,4,5,3
19996,4,4,5,4
19997,3,2,3,1
19998,3,2,3,2
19999,4,4,5,5
20000,2,4,3,4
20001,4,4,2,4
20002,3,3,3,3
20003,2,3,1,4
20004,4,5,3,5
20005,5,5,5,4
20006,4,4,5,2
20007,4,4,5,3
20008,3,4,3,2
20009,4,5,5,3
20010,3,4,1,1
20011,2,2,2,3
20012,3,3,3,4
20013,3,3,2,2
20014,4,4,3,4
20015,4,2,1,4
20016,4,4,3,5
20017,3,3,1,4
20018,2,3,3,5
20019,4,4,4,4
20020,3,2,2,2
20021,4,4,4,3
20022,2,3,3,1
20023,3,4,3,4
20024,4,4,5,3
20025,4,4,5,4
20026,4,4,3,4
20027,4,4,5,5
20028,5,5,5,3
20029,4,2,4,2
20030,4,4,5,3
20031,3,4,3,3
20032,3,3,5,2
20033,2,2,1,3
20034,2,3,4,2
20035,4,5,5,5
20036,4,4,3,3
20037,5,5,5,3
20038,4,4,4,4
20039,2,3,2,3
20040,2,3,3,2
20041,4,2,1,3
20042,3,3,3,2
20043,4,2,2,5
20044,4,4,3,2
20045,4,4,3,4
20046,4,5,5,5
20047,4,5,5,4
20048,3,3,3,3
20049,4,4,4,3
20050,4,2,3,2
20051,4,4,5,5
20052,4,4,1,3
20053,4,4,2,4
20054,4,4,3,3
20055,3,2,1,3
20056,5,5,5,4
20057,3,3,3,1
20058,3,2,1,3
20059,2,3,1,3
20060,2,3,4,2
20061,5,4,5,3
20062,2,3,1,4
20063,2,3,3,4
20064,2,3,4,5
20065,5,5,5,3
20066,3,2,1,4
20067,3,4,3,3
20068,3,2,2,1
20069,2,4,2,4
20070,3,2,3,4
20071,4,4,5,5
20072,4,4,3,4
20073,4,4,5,5
20074,3,2,2,3
20075,3,3,1,3
20076,4,5,5,5
20077,4,5,5,4
20078,2,3,2,2
20079,3,3,5,3
20080,4,3,5,2
20081,4,4,5,5
20082,2,2,5,2
20083,2,3,3,4
20084,4,5,5,5
20085,4,5,5,2
20086,4,4,5,2
20087,3,2,1,1
20088,4,2,1,3
20089,3,4,2,2
20090,3,2,2,4
20091,2,3,3,1
20092,3,2,1,1
20093,2,2,1,4
20094,4,3,3,5
20095,4,4,4,4
20096,4,2,2,2
20097,3,4,3,3
20098,4,4,4,4
20099,4,4,5,1
20100,4,4,2,4
20101,2,4,4,2
20102,4,4,4,5
20103,2,3,4,3
20104,2,2,2,2
20105,4,4,4,2
20106,5,4,4,5
20107,5,5,5,3
20108,2,2,2,2
20109,5,5,4,5
20110,4,5,5,4
20111,5,5,4,5
20112,2,3,3,3
20113,3,4,4,4
20114,4,3,4,5
20115,2,3,4,3
20116,5,5,4,5
20117,4,5,4,4
20118,4,5,4,4
20119,5,5,4,3
20120,2,4,4,1
20121,2,3,2,2
20122,3,2,4,4
20123,4,5,5,3
20124,4,4,4,4
20125,2,4,4,3
20126,4,4,4,5
20127,3,3,3,3
20128,2,3,4,1
20129,2,2,2,4
20130,2,4,3,2
20131,4,4,5,3
20132,4,5,4,2
20133,4,4,4,4
20134,2,3,4,4
20135,2,2,1,3
20136,3,3,4,2
20137,2,3,3,1
20138,2,2,2,4
20139,3,4,4,4
20140,2,3,4,2
20141,3,2,4,2
20142,4,5,5,4
20143,4,4,4,4
20144,4,4,4,5
20145,4,4,5,5
20146,2,3,3,3
20147,2,4,3,2
20148,3,4,4,3
20149,4,4,4,4
20150,2,4,4,2
20151,4,5,5,4
20152,5,5,4,3
20153,4,2,2,1
20154,3,3,3,4
20155,5,5,4,5
20156,4,4,4,5
20157,4,5,5,4
20158,2,2,4,2
20159,2,3,4,3
20160,5,5,5,4
20161,2,2,4,3
20162,3,3,3,4
20163,4,5,5,5
20164,4,5,5,4
20165,2,4,2,5
20166,3,4,4,4
20167,3,2,3,3
20168,3,2,2,5
20169,2,3,4,5
20170,3,2,2,3
20171,2,3,3,4
20172,5,5,5,5
20173,2,3,4,4
20174,2,4,4,5
20175,3,2,2,4
20176,2,4,2,5
20177,2,2,2,2
20178,5,5,5,5
20179,3,2,2,2
20180,4,5,5,4
20181,4,4,2,5
20182,4,4,2,4
20183,2,2,4,2
20184,2,3,4,1
20185,3,2,1,5
20186,4,4,4,4
20187,2,3,2,3
20188,5,5,5,5
20189,4,4,4,4
20190,4,4,4,5
20191,2,3,2,2
20192,4,4,4,5
20193,3,3,4,3
20194,2,3,4,4
20195,3,4,3,2
20196,3,4,4,3
20197,4,5,4,2
20198,4,3,2,3
20199,4,4,4,4
20200,4,3,3,5
20201,4,2,1,3
20202,4,4,2,4
20203,2,3,3,3
20204,5,5,4,2
20205,2,3,3,5
20206,4,2,2,2
20207,3,2,4,4
20208,3,3,4,3
20209,2,2,2,3
20210,5,4,4,5
20211,2,3,3,3
20212,4,4,2,5
20213,5,5,5,4
20214,4,3,3,2
20215,2,3,2,3
20216,4,5,2,5
20217,5,5,5,4
20218,2,3,1,3
20219,4,3,4,4
20220,2,2,2,2
20221,5,5,5,5
20222,5,5,5,3
20223,4,5,4,4
20224,4,4,4,2
20225,5,5,5,3
20226,3,4,4,4
20227,4,5,4,3
20228,4,4,4,4
20229,5,5,5,5
20230,4,5,4,2
20231,1,2,2,2
20232,5,5,4,5
20233,5,5,4,5
20234,4,5,4,4
20235,1,2,2,5
20236,2,2,1,3
20237,5,5,5,4
20238,4,4,4,3
20239,4,4,5,5
20240,5,5,2,5
20241,2,3,3,5
20242,3,3,3,3
20243,3,3,2,2
20244,4,5,4,4
20245,3,2,2,1
20246,2,3,2,3
20247,4,5,4,5
20248,4,5,4,3
20249,3,2,4,1
20250,4,5,4,5
20251,3,4,4,3
20252,4,3,3,4
20253,1,4,4,1
20254,3,4,4,1
20255,2,4,4,4
20256,2,3,4,4
20257,2,3,4,3
20258,5,5,4,5
20259,4,3,4,4
20260,3,4,4,4
20261,4,5,5,5
20262,4,2,4,3
20263,4,5,4,5
20264,3,2,1,3
20265,3,4,4,3
20266,4,4,2,4
20267,3,2,1,3
20268,2,4,5,1
20269,3,2,4,3
20270,5,5,5,5
20271,4,4,4,3
20272,4,4,4,4
20273,2,4,4,5
20274,4,2,1,3
20275,4,5,4,5
20276,4,5,4,5
20277,2,3,4,3
20278,2,3,4,2
20279,3,3,4,3
20280,2,2,4,1
20281,3,3,4,2
20282,4,3,2,3
20283,4,5,5,5
20284,3,3,3,3
20285,4,4,4,2
20286,2,3,4,1
20287,3,4,4,4
20288,2,2,1,3
20289,4,4,4,2
20290,3,3,4,5
20291,2,3,3,5
20292,2,4,5,1
20293,2,3,4,3
20294,4,5,5,4
20295,4,4,2,3
20296,3,3,3,1
20297,2,3,4,2
20298,2,3,4,2
20299,3,2,4,1
20300,2,3,4,1
20301,3,2,4,1
20302,5,5,5,5
20303,4,4,4,4
20304,3,2,2,5
20305,3,3,4,3
20306,2,3,4,2
20307,3,2,1,3
20308,2,2,3,3
20309,3,3,3,4
20310,2,3,2,2
20311,3,2,1,3
20312,3,4,4,4
20313,4,4,4,4
20314,2,3,4,3
20315,4,4,3,4
20316,2,2,1,3
20317,3,3,3,3
20318,3,2,2,1
20319,5,5,4,5
20320,4,4,3,3
20321,5,5,4,5
20322,2,3,2,4
20323,2,3,3,2
20324,4,5,3,3
20325,5,5,4,3
20326,2,2,4,1
20327,2,2,2,1
20328,5,5,5,4
20329,4,4,4,3
20330,5,5,5,5
20331,2,3,2,3
20332,4,4,4,4
20333,4,4,5,4
20334,3,2,2,2
20335,4,4,5,4
20336,2,3,3,5
20337,3,4,4,3
20338,3,4,5,5
20339,2,4,1,5
20340,3,3,2,3
20341,4,5,4,5
20342,3,3,4,4
20343,2,2,4,3
20344,2,4,4,2
20345,2,3,4,2
20346,4,4,1,5
20347,2,4,1,3
20348,2,3,3,3
20349,3,3,4,3
20350,3,2,2,2
20351,3,3,4,4
20352,4,4,4,5
20353,4,3,3,5
20354,2,3,4,1
20355,4,4,5,4
20356,2,4,4,3
20357,5,5,5,4
20358,4,5,5,2
20359,4,4,4,4
20360,3,3,3,3
20361,3,4,3,5
20362,3,3,4,4
20363,4,4,5,4
20364,3,2,4,3
20365,5,5,5,4
20366,4,2,5,2
20367,5,5,5,4
20368,5,5,5,4
20369,4,2,1,1
20370,3,2,2,3
20371,3,3,4,2
20372,4,3,2,3
20373,4,3,3,5
20374,2,3,4,4
20375,2,4,2,3
20376,2,2,4,4
20377,2,3,4,3
20378,2,4,4,5
20379,4,5,5,4
20380,5,5,5,5
20381,3,3,4,2
20382,2,3,4,5
20383,3,3,4,4
20384,3,4,4,2
20385,3,4,4,3
20386,2,3,4,1
20387,4,4,4,4
20388,5,5,4,4
20389,4,4,4,5
20390,3,3,4,3
20391,5,5,2,2
20392,3,3,4,3
20393,3,4,4,4
20394,5,5,2,5
20395,3,4,4,4
20396,3,3,3,3
20397,3,3,3,3
20398,3,3,4,2
20399,3,2,2,4
20400,4,5,5,5
20401,2,3,2,2
20402,2,3,4,3
20403,4,5,5,5
20404,5,4,5,5
20405,3,3,3,1
20406,5,5,5,5
20407,4,2,3,4
20408,4,4,4,4
20409,2,3,2,2
20410,2,3,1,3
20411,3,4,2,5
20412,3,3,4,1
20413,4,5,5,4
20414,4,4,4,5
20415,3,2,2,2
20416,2,3,2,4
20417,3,2,2,1
20418,2,4,5,1
20419,5,5,5,4
20420,3,2,1,2
20421,3,3,4,2
20422,2,3,3,4
20423,4,5,5,3
20424,3,3,4,4
20425,4,4,4,2
20426,4,4,5,3
20427,4,2,2,2
20428,2,3,2,4
20429,4,5,5,3
20430,4,4,4,4
20431,3,3,4,2
20432,2,3,2,5
20433,3,2,4,3
20434,4,4,2,4
20435,4,2,1,3
20436,3,3,2,4
20437,4,4,5,3
20438,3,4,1,2
20439,3,4,1,4
20440,2,3,1,5
20441,4,4,4,4
20442,3,3,4,3
20443,3,2,2,4
20444,5,5,4,5
20445,3,3,2,2
20446,5,5,5,4
20447,2,3,4,5
20448,2,4,5,1
20449,4,4,4,4
20450,2,3,4,2
20451,3,3,3,3
20452,3,4,2,5
20453,5,5,5,4
20454,3,5,4,3
20455,4,3,2,3
20456,5,5,5,2
20457,3,3,4,5
20458,4,3,2,3
20459,4,4,2,3
20460,3,3,4,4
20461,3,5,4,3
20462,4,3,2,4
20463,3,4,1,2
20464,2,2,1,1
20465,3,2,4,5
20466,3,4,4,3
20467,4,4,4,5
20468,2,2,1,4
20469,3,2,4,5
20470,3,3,4,4
20471,2,4,1,5
20472,3,4,5,3
20473,2,4,4,2
20474,3,3,4,2
20475,2,2,5,3
20476,5,5,3,5
20477,4,3,2,4
20478,4,4,2,3
20479,4,4,2,5
20480,4,2,2,5
20481,3,2,1,2
20482,2,2,4,4
20483,2,3,2,5
20484,2,2,2,4
20485,4,4,2,5
20486,3,2,4,2
20487,4,3,4,4
20488,4,4,2,3
20489,4,5,4,5
20490,4,4,1,5
20491,2,3,4,1
20492,4,3,4,1
20493,3,4,2,2
20494,3,4,2,1
20495,2,3,4,3
20496,3,3,5,4
20497,3,2,5,3
20498,3,4,4,2
20499,3,2,2,3
20500,4,4,1,3
20501,4,4,4,5
20502,2,3,5,4
20503,4,4,5,5
20504,2,3,1,2
20505,3,3,5,1
20506,4,3,3,2
20507,2,3,2,4
20508,4,5,4,5
20509,2,3,5,3
20510,5,5,2,5
20511,2,3,4,3
20512,3,4,2,4
20513,2,3,1,3
20514,4,4,1,4
20515,4,4,4,2
20516,3,3,5,3
20517,4,3,4,5
20518,3,4,2,3
20519,4,4,2,4
20520,4,4,2,2
20521,4,4,4,1
20522,3,3,4,3
20523,4,4,4,5
20524,2,3,4,3
20525,3,2,4,2
20526,3,2,5,4
20527,4,4,1,3
20528,3,2,2,1
20529,3,3,4,5
20530,5,5,4,5
20531,4,4,4,4
20532,2,2,2,5
20533,3,2,5,3
20534,2,3,4,2
20535,4,5,4,5
20536,4,4,1,4
20537,5,5,1,5
20538,4,2,2,2
20539,2,4,4,4
20540,3,4,4,4
20541,4,5,5,3
20542,4,4,2,4
20543,5,5,2,5
20544,4,4,4,4
20545,3,4,5,3
20546,5,5,1,5
20547,2,2,4,1
20548,3,3,5,4
20549,2,4,4,4
20550,2,2,2,1
20551,2,2,4,1
20552,4,4,5,5
20553,3,2,4,2
20554,4,3,5,2
20555,5,5,2,5
20556,4,5,4,3
20557,2,4,5,2
20558,2,2,5,1
20559,2,3,3,5
20560,4,3,5,2
20561,4,4,2,4
20562,4,5,4,2
20563,5,4,4,4
20564,4,2,2,4
20565,5,5,4,5
20566,4,2,2,3
20567,4,5,4,5
20568,2,3,4,3
20569,3,2,4,4
20570,3,4,4,2
20571,4,3,4,4
20572,5,5,4,4
20573,4,5,4,5
20574,3,2,4,1
20575,4,5,5,5
20576,3,3,2,3
20577,4,4,4,3
20578,2,3,2,5
20579,3,2,2,3
20580,4,3,2,2
20581,3,2,1,3
20582,3,2,1,4
20583,2,3,4,1
20584,3,3,4,2
20585,3,2,2,4
20586,4,5,4,5
20587,3,4,5,2
20588,2,2,2,3
20589,4,2,4,3
20590,3,3,4,4
20591,2,3,2,3
20592,3,5,4,4
20593,4,3,3,3
20594,3,3,4,5
20595,2,3,4,3
20596,4,4,4,5
20597,4,4,4,2
20598,4,5,5,4
20599,4,3,3,3
20600,2,2,1,1
20601,4,5,4,3
20602,5,5,5,3
20603,5,5,5,4
20604,1,4,1,2
20605,4,5,5,2
20606,3,4,3,2
20607,2,2,2,3
20608,4,4,4,5
20609,4,5,5,4
20610,2,3,2,2
20611,4,4,4,4
20612,4,4,4,1
20613,2,3,1,3
20614,2,2,1,3
20615,4,4,2,5
20616,5,5,4,5
20617,5,5,5,4
20618,3,2,2,4
20619,2,3,1,2
20620,2,3,4,3
20621,4,5,4,5
20622,4,5,4,5
20623,3,3,3,4
20624,4,4,4,5
20625,3,3,2,2
20626,2,4,5,1
20627,3,4,2,2
20628,4,4,4,3
20629,4,4,4,5
20630,4,5,4,4
20631,3,3,2,3
20632,3,3,2,2
20633,4,4,5,4
20634,4,4,2,5
20635,4,4,4,4
20636,3,2,2,1
20637,3,2,1,2
20638,2,2,2,3
20639,4,5,4,2
20640,4,3,4,2
20641,5,5,5,4
20642,2,3,1,4
20643,3,3,4,2
20644,3,3,4,3
20645,5,5,5,5
20646,4,3,2,4
20647,2,3,3,3
20648,5,5,5,5
20649,4,4,4,4
20650,2,3,1,3
20651,4,2,2,4
20652,4,5,4,3
20653,4,3,2,3
20654,4,5,5,5
20655,3,2,2,4
20656,2,2,2,2
20657,5,5,5,1
20658,5,4,4,5
20659,4,3,2,3
