Audio,Darwin,Josefina,Richard,Sayuri,N1,N2,N3,N4
19224,2,2,2,5,,,,
19225,4,3,5,4,,,,
19226,2,2,5,2,,,,
19227,2,2,4,1,,,,
19228,4,3,5,1,,,,
19229,2,2,2,4,,,,
19230,2,3,5,4,,,,
19231,4,3,5,2,,,,
19232,3,1,2,1,,,,
19233,4,5,5,4,,,,
19234,2,3,5,5,,,,
19235,4,3,5,1,,,,
19236,2,2,5,1,,,,
19237,4,4,4,5,,,,
19238,4,2,5,2,,,,
19239,4,3,5,4,,,,
19240,2,2,5,5,,,,
19241,2,3,5,2,,,,
19242,4,4,4,1,,,,
19243,4,4,5,2,,,,
19244,4,3,4,4,,,,
19245,4,4,5,2,,,,
19246,4,3,5,1,,,,
19247,4,5,5,4,,,,
19248,3,3,5,4,,,,
19249,4,2,5,1,,,,
19250,4,4,5,4,,,,
19251,2,3,5,2,,,,
19252,4,3,5,5,,,,
19253,4,3,5,5,,,,
19254,2,2,4,2,,,,
19255,2,3,4,5,,,,
19256,4,4,5,2,,,,
19257,4,3,5,2,,,,
19258,4,4,4,2,,,,
19259,4,1,2,4,,,,
19260,4,4,4,5,,,,
19261,4,3,5,5,,,,
19262,2,2,4,3,,,,
19263,1,1,1,4,,,,
19264,4,2,5,5,,,,
19265,2,2,5,4,,,,
19266,3,3,4,4,,,,
19267,4,4,5,1,,,,
19268,5,5,5,4,,,,
19269,4,1,4,2,,,,
19270,2,3,5,5,,,,
19271,3,3,4,5,,,,
19272,2,4,4,2,,,,
19273,5,5,4,5,,,,
19274,4,3,5,4,,,,
19275,3,2,2,1,,,,
19276,4,3,5,4,,,,
19277,3,2,4,2,,,,
19278,4,3,5,5,,,,
19279,4,4,5,5,,,,
19280,4,3,5,2,,,,
19281,2,3,5,5,,,,
19282,4,4,4,4,,,,
19283,4,3,5,1,,,,
19284,4,4,3,4,,,,
19285,4,3,5,2,,,,
19286,4,4,5,5,,,,
19287,3,3,5,5,,,,
19288,2,2,2,2,,,,
19289,4,3,5,5,,,,
19290,2,2,2,1,,,,
19291,4,2,5,1,,,,
19292,2,3,5,4,,,,
19293,4,4,5,4,,,,
19294,4,2,4,2,,,,
19295,2,2,3,1,,,,
19296,4,5,5,4,,,,
19297,2,3,5,5,,,,
19298,2,2,5,1,,,,
19299,2,2,5,1,,,,
19300,3,3,2,5,,,,
19301,2,2,2,2,,,,
19302,4,5,4,1,,,,
19303,2,2,5,1,,,,
19304,4,3,5,4,,,,
19305,2,2,5,4,,,,
19306,5,5,5,2,,,,
19307,4,4,4,1,,,,
19308,4,5,4,4,,,,
19309,2,2,5,5,,,,
19310,3,2,5,1,,,,
19311,1,2,2,1,,,,
19312,4,4,4,5,,,,
19313,4,2,2,4,,,,
19314,2,2,5,2,,,,
19315,3,2,5,3,,,,
19316,4,4,3,4,,,,
19317,2,2,5,3,,,,
19318,2,2,2,1,,,,
19319,2,2,3,2,,,,
19320,2,2,2,3,,,,
19321,3,3,3,3,,,,
19322,4,4,4,4,,,,
19323,2,2,5,2,,,,
19324,2,2,2,4,,,,
19325,3,3,3,3,,,,
19326,4,5,5,5,,,,
19327,4,3,2,3,,,,
19328,4,4,4,4,,,,
19329,4,4,2,3,,,,
19330,2,2,5,2,,,,
19331,1,1,1,4,,,,
19332,4,3,3,3,,,,
19333,3,3,3,2,,,,
19334,2,2,2,1,,,,
19335,2,4,5,3,,,,
19336,2,2,2,4,,,,
19337,1,1,2,4,,,,
19338,4,5,5,5,,,,
19339,3,2,4,3,,,,
19340,1,5,1,4,,,,
19341,4,2,3,2,,,,
19342,4,2,5,2,,,,
19343,4,5,4,4,,,,
19344,4,4,5,5,,,,
19345,4,4,4,4,,,,
19346,4,3,3,3,,,,
19347,4,3,4,3,,,,
19348,5,5,5,4,,,,
19349,4,4,4,5,,,,
19350,2,2,2,1,,,,
19351,2,3,3,2,,,,
19352,4,3,3,5,,,,
19353,2,2,2,1,,,,
19354,2,2,2,4,,,,
19355,2,2,2,5,,,,
19356,2,1,1,2,,,,
19357,4,4,4,5,,,,
19358,4,3,2,3,,,,
19359,4,3,3,2,,,,
19360,4,3,3,4,,,,
19361,4,2,2,3,,,,
19362,3,3,4,4,,,,
19363,4,4,4,5,,,,
19364,4,3,4,5,,,,
19365,2,2,5,1,,,,
19366,4,4,5,4,,,,
19367,2,2,2,5,,,,
19368,4,3,4,3,,,,
19369,4,2,5,2,,,,
19370,4,4,5,4,,,,
19371,2,2,5,3,,,,
19372,3,2,3,3,,,,
19373,4,4,2,4,,,,
19374,4,5,5,5,,,,
19375,4,4,4,3,,,,
19376,4,2,4,4,,,,
19377,4,4,4,5,,,,
19378,4,4,5,2,,,,
19379,2,2,5,3,,,,
19380,4,2,2,2,,,,
19381,2,2,5,4,,,,
19382,4,1,4,3,,,,
19383,4,4,4,2,,,,
19384,4,3,5,3,,,,
19385,4,5,4,5,,,,
19386,2,2,5,1,,,,
19387,2,5,5,4,,,,
19388,2,2,2,2,,,,
19389,4,3,3,3,,,,
19390,4,4,5,2,,,,
19391,3,3,5,1,,,,
19392,2,2,4,3,,,,
19393,2,2,5,2,,,,
19394,2,3,2,2,,,,
19395,2,2,5,1,,,,
19396,4,3,2,4,,,,
19397,2,2,5,5,,,,
19398,2,2,2,1,,,,
19399,2,2,5,1,,,,
19400,4,3,4,2,,,,
19401,2,3,5,3,,,,
19402,4,3,5,4,,,,
19403,4,4,5,5,,,,
19404,2,3,4,4,,,,
19405,2,2,5,3,,,,
19406,2,2,2,2,,,,
19407,4,5,5,5,,,,
19408,4,4,4,5,,,,
19409,2,2,5,1,,,,
19410,3,3,3,3,,,,
19411,2,3,5,4,,,,
19412,2,3,5,2,,,,
19413,4,1,2,4,,,,
19414,2,2,5,1,,,,
19415,4,3,5,2,,,,
19416,3,2,2,4,,,,
19417,2,3,1,2,,,,
19418,2,2,2,1,,,,
19419,2,3,4,2,,,,
19420,4,4,4,5,,,,
19421,4,3,5,1,,,,
19422,2,4,4,3,,,,
19423,2,3,5,2,,,,
19424,2,4,2,4,,,,
19425,2,3,2,2,,,,
19426,4,3,3,4,,,,
19427,4,5,4,5,,,,
19428,2,3,5,3,,,,
19429,4,3,5,2,,,,
19430,4,3,2,4,,,,
19431,2,3,4,2,,,,
19432,2,2,2,2,,,,
19433,4,2,5,4,,,,
19434,4,4,2,2,,,,
19435,4,3,3,4,,,,
19436,2,2,2,2,,,,
19437,2,1,2,1,,,,
19438,4,4,5,4,,,,
19439,3,3,3,2,,,,
19440,4,4,5,4,,,,
19441,2,2,1,2,,,,
19442,2,2,2,1,,,,
19443,4,2,5,2,,,,
19444,4,5,5,4,,,,
19445,4,3,5,4,,,,
19446,4,3,5,3,,,,
19447,4,5,4,5,,,,
19448,2,2,2,3,,,,
19449,4,2,1,2,,,,
19450,5,5,5,3,,,,
19451,4,3,3,2,,,,
19452,4,3,5,4,,,,
19453,4,3,2,2,,,,
19454,2,3,3,1,,,,
19455,2,2,1,4,,,,
19456,2,2,1,2,,,,
19457,4,3,3,5,,,,
19458,2,2,1,3,,,,
19459,3,1,3,4,,,,
19460,2,1,1,2,,,,
19461,2,2,1,1,,,,
19462,4,2,1,2,,,,
19463,2,2,3,3,,,,
19464,4,3,3,4,,,,
19465,4,4,5,5,,,,
19466,1,1,1,4,,,,
19467,2,1,1,1,,,,
19468,2,2,2,2,,,,
19469,2,2,1,1,,,,
19470,4,4,4,3,,,,
19471,2,2,1,1,,,,
19472,2,3,3,2,,,,
19473,2,2,1,1,,,,
19474,3,3,3,2,,,,
19475,4,3,3,4,,,,
19476,4,4,4,4,,,,
19477,4,3,3,3,,,,
19478,4,4,4,5,,,,
19479,2,2,1,1,,,,
19480,2,2,3,3,,,,
19481,2,2,4,2,,,,
19482,2,2,1,4,,,,
19483,4,2,5,3,,,,
19484,2,2,1,1,,,,
19485,4,4,3,4,,,,
19486,2,3,5,2,,,,
19487,2,2,1,2,,,,
19488,2,2,5,1,,,,
19489,4,5,4,5,,,,
19490,2,2,1,1,,,,
19491,4,4,5,3,,,,
19492,4,5,5,4,,,,
19493,2,2,5,3,,,,
19494,4,5,5,4,,,,
19495,4,5,4,5,,,,
19496,4,3,5,3,,,,
19497,3,3,3,2,,,,
19498,4,2,1,3,,,,
19499,3,3,3,2,,,,
19500,3,3,3,1,,,,
19501,4,2,1,3,,,,
19502,2,2,1,5,,,,
19503,2,3,3,3,,,,
19504,2,2,3,4,,,,
19505,1,1,1,5,,,,
19506,4,2,1,3,,,,
19507,2,2,1,1,,,,
19508,2,2,1,2,,,,
19509,2,2,1,1,,,,
19510,2,2,1,1,,,,
19511,4,3,5,3,,,,
19512,2,2,1,2,,,,
19513,4,5,5,5,,,,
19514,4,2,5,2,,,,
19515,2,2,3,4,,,,
19516,2,2,1,3,,,,
19517,4,2,3,2,,,,
19518,2,1,1,4,,,,
19519,2,1,2,5,,,,
19520,3,3,3,3,,,,
19521,2,4,2,2,,,,
19522,4,4,5,5,,,,
19523,2,3,3,3,,,,
19524,2,3,1,2,,,,
19525,1,1,1,4,,,,
19526,5,5,5,5,,,,
19527,4,3,4,4,,,,
19528,4,4,3,5,,,,
19529,5,5,5,5,,,,
19530,2,2,1,3,,,,
19531,3,3,3,2,,,,
19532,2,3,3,4,,,,
19533,2,2,1,3,,,,
19534,4,4,3,4,,,,
19535,2,2,1,1,,,,
19536,2,3,3,3,,,,
19537,4,3,3,2,,,,
19538,2,2,3,4,,,,
19539,2,3,5,1,,,,
19540,4,4,5,4,,,,
19541,2,3,1,3,,,,
19542,4,3,3,5,,,,
19543,2,3,3,4,,,,
19544,2,2,5,3,,,,
19545,4,4,3,4,,,,
19546,3,3,4,3,,,,
19547,2,3,2,4,,,,
19548,5,5,5,5,,,,
19549,2,3,4,2,,,,
19550,4,4,5,3,,,,
19551,2,2,4,3,,,,
19552,4,4,1,2,,,,
19553,4,4,4,1,,,,
19554,4,4,1,5,,,,
19555,4,3,3,2,,,,
19556,3,3,3,5,,,,
19557,4,4,3,3,,,,
19558,2,2,3,4,,,,
19559,4,4,4,5,,,,
19560,2,3,5,2,,,,
19561,2,4,3,3,,,,
19562,4,3,3,4,,,,
19563,3,3,3,1,,,,
19564,4,4,3,2,,,,
19565,2,2,3,1,,,,
19566,2,2,4,4,,,,
19567,4,5,5,5,,,,
19568,4,5,5,4,,,,
19569,2,2,1,2,,,,
19570,4,4,4,4,,,,
19571,2,2,2,1,,,,
19572,3,3,3,3,,,,
19573,4,4,4,3,,,,
19574,4,2,1,1,,,,
19575,2,2,5,5,,,,
19576,4,3,3,4,,,,
19577,2,2,1,1,,,,
19578,4,5,5,3,,,,
19579,2,2,5,1,,,,
19580,2,4,1,4,,,,
19581,2,2,1,1,,,,
19582,2,2,1,2,,,,
19583,4,3,3,2,,,,
19584,4,4,5,5,,,,
19585,4,3,3,4,,,,
19586,3,4,3,3,,,,
19587,3,3,3,4,,,,
19588,4,2,3,2,,,,
19589,3,2,5,1,,,,
19590,2,3,2,2,,,,
19591,4,4,5,4,,,,
19592,2,3,2,2,,,,
19593,4,4,4,3,,,,
19594,3,3,2,1,,,,
19595,4,2,3,2,,,,
19596,4,4,3,4,,,,
19597,4,4,5,5,,,,
19598,4,3,3,4,,,,
19599,4,5,1,5,,,,
19600,3,4,3,2,,,,
19601,4,5,5,5,,,,
19602,2,2,1,1,,,,
19603,4,5,3,5,,,,
19604,3,3,3,2,,,,
19605,4,4,3,4,,,,
19606,2,2,1,1,,,,
19607,3,3,3,2,,,,
19608,2,3,3,5,,,,
19609,4,4,3,4,,,,
19610,5,5,4,5,,,,
19611,4,4,1,4,,,,
19612,2,2,5,2,,,,
19613,4,4,3,5,,,,
19614,2,3,3,2,,,,
19615,3,3,3,4,,,,
19616,4,3,3,2,,,,
19617,2,2,3,4,,,,
19618,2,2,4,5,,,,
19619,2,2,1,1,,,,
19620,3,3,3,2,,,,
19621,4,3,3,3,,,,
19622,2,3,3,4,,,,
19623,2,4,3,5,,,,
19624,3,4,3,4,,,,
19625,2,2,1,5,,,,
19626,2,3,5,4,,,,
19627,4,4,3,5,,,,
19628,2,2,1,1,,,,
19629,2,2,1,2,,,,
19630,2,2,1,1,,,,
19631,1,1,1,4,,,,
19632,2,2,1,1,,,,
19633,4,4,3,2,,,,
19634,2,2,1,4,,,,
19635,2,2,1,3,,,,
19636,3,3,3,2,,,,
19637,4,5,5,5,,,,
19638,4,4,5,4,,,,
19639,2,2,1,3,,,,
19640,5,5,5,5,,,,
19641,2,2,1,2,,,,
19642,3,3,3,1,,,,
19643,2,2,1,4,,,,
19644,4,4,5,5,,,,
19645,4,3,3,1,,,,
19646,3,3,3,3,,,,
19647,4,2,3,5,,,,
19648,3,3,3,2,,,,
19649,2,2,1,1,,,,
19650,3,3,3,3,,,,
19651,2,1,1,4,,,,
19652,2,3,2,3,,,,
19653,2,4,2,4,,,,
19654,3,3,3,5,,,,
19655,3,2,3,2,,,,
19656,4,4,3,4,,,,
19657,4,4,1,4,,,,
19658,4,2,5,3,,,,
19659,4,5,5,5,,,,
19660,1,2,1,2,,,,
19661,2,2,5,1,,,,
19662,4,5,5,5,,,,
19663,5,5,5,5,,,,
19664,2,2,1,1,,,,
19665,4,5,4,5,,,,
19666,4,1,2,1,,,,
19667,2,2,3,1,,,,
19668,2,2,1,2,,,,
19669,3,3,3,3,,,,
19670,2,2,3,5,,,,
19671,2,4,5,4,,,,
19672,4,5,4,5,,,,
19673,4,4,3,5,,,,
19674,5,5,3,5,,,,
19675,2,1,1,2,,,,
19676,4,4,5,3,,,,
19677,4,2,5,2,,,,
19678,2,3,2,3,,,,
19679,2,2,4,1,,,,
19680,4,4,3,4,,,,
19681,5,5,5,3,,,,
19682,2,2,4,4,,,,
19683,2,2,4,5,,,,
19684,2,3,1,2,,,,
19685,2,2,2,5,,,,
19686,4,3,2,3,,,,
19687,2,2,1,5,,,,
19688,4,4,5,5,,,,
19689,4,4,1,2,,,,
19690,2,2,1,1,,,,
19691,1,1,1,1,,,,
19692,2,2,1,2,,,,
19693,4,4,3,3,,,,
19694,4,3,3,4,,,,
19695,2,2,1,5,,,,
19696,2,2,4,1,,,,
19697,4,3,3,5,,,,
19698,4,3,3,4,,,,
19699,3,4,4,5,,,,
19700,2,4,2,4,,,,
19701,4,3,3,2,,,,
19702,4,3,3,3,,,,
19703,4,4,4,4,,,,
19704,2,2,1,1,,,,
19705,4,4,3,4,,,,
19706,4,3,3,2,,,,
19707,4,3,3,1,,,,
19708,1,1,5,5,,,,
19709,2,1,2,3,,,,
19710,4,2,1,1,,,,
19711,2,2,1,5,,,,
19712,4,4,4,4,,,,
19713,2,2,1,1,,,,
19714,1,1,1,5,,,,
19715,2,2,5,1,,,,
19716,3,3,3,3,,,,
19717,2,1,1,5,,,,
19718,4,2,3,2,,,,
19719,4,4,4,5,,,,
19720,1,1,2,5,,,,
19721,4,3,3,2,,,,
19722,3,3,1,1,,,,
19723,2,2,4,1,,,,
19724,4,3,3,2,,,,
19725,4,4,3,3,,,,
19726,2,2,1,4,,,,
19727,4,3,3,4,,,,
19728,4,3,3,5,,,,
19729,2,2,2,2,,,,
19730,2,2,1,1,,,,
19731,2,3,3,3,,,,
19732,2,2,2,2,,,,
19733,2,2,1,1,,,,
19734,2,1,2,5,,,,
19735,4,4,1,4,,,,
19736,2,3,1,1,,,,
19737,2,2,1,1,,,,
19738,2,2,1,2,,,,
19739,1,1,1,5,,,,
19740,4,3,3,4,,,,
19741,4,2,3,2,,,,
19742,2,2,2,1,,,,
19743,4,4,2,3,,,,
19744,4,2,1,3,,,,
19745,4,2,3,2,,,,
19746,2,2,3,3,,,,
19747,4,4,3,4,,,,
19748,2,2,5,2,,,,
19749,4,3,5,2,,,,
19750,2,3,1,1,,,,
19751,2,2,1,4,,,,
19752,2,2,3,3,,,,
19753,4,5,5,5,,,,
19754,2,2,1,1,,,,
19755,2,2,1,2,,,,
19756,4,5,5,5,,,,
19757,2,2,2,2,,,,
19758,2,3,3,3,,,,
19759,2,2,3,2,,,,
19760,1,1,1,5,,,,
19761,4,5,5,3,,,,
19762,4,5,5,4,,,,
19763,2,2,1,3,,,,
19764,2,2,1,2,,,,
19765,4,3,1,4,,,,
19766,4,5,5,5,,,,
19767,4,2,1,3,,,,
19768,4,3,2,3,,,,
19769,4,5,5,4,,,,
19770,4,3,3,2,,,,
19771,4,4,3,4,,,,
19772,2,4,3,3,,,,
19773,2,2,1,1,,,,
19774,1,1,1,4,,,,
19775,3,4,3,2,,,,
19776,2,2,3,1,,,,
19777,2,3,4,1,,,,
19778,4,3,3,3,,,,
19779,3,2,3,4,,,,
19780,2,2,2,2,,,,
19781,4,3,1,2,,,,
19782,2,2,3,1,,,,
19783,4,3,3,4,,,,
19784,1,2,3,4,,,,
19785,4,5,3,1,,,,
19786,2,2,1,1,,,,
19787,4,4,4,1,,,,
19788,4,2,1,1,,,,
19789,2,2,1,2,,,,
19790,3,2,1,3,,,,
19791,1,1,1,4,,,,
19792,4,5,4,5,,,,
19793,3,2,1,1,,,,
19794,2,2,1,2,,,,
19795,4,4,3,3,,,,
19796,3,3,3,2,,,,
19797,2,2,1,3,,,,
19798,2,4,2,4,,,,
19799,3,2,3,3,,,,
19800,2,2,1,4,,,,
19801,2,2,1,2,,,,
19802,4,3,3,2,,,,
19803,4,2,5,1,,,,
19804,3,3,3,3,,,,
19805,2,3,3,4,,,,
19806,3,3,3,3,,,,
19807,2,2,3,3,,,,
19808,4,4,4,5,,,,
19809,3,2,2,4,,,,
19810,4,3,3,2,,,,
19811,4,4,3,1,,,,
19812,2,3,2,1,,,,
19813,1,1,5,4,,,,
19814,2,2,4,3,,,,
19815,4,4,3,2,,,,
19816,4,2,1,1,,,,
19817,3,2,4,4,,,,
19818,4,4,4,3,,,,
19819,4,2,4,1,,,,
19820,3,3,2,3,,,,
19821,3,3,3,1,,,,
19822,4,4,4,4,,,,
19823,2,2,2,3,,,,
19824,2,2,1,4,,,,
19825,4,2,2,2,,,,
19826,4,4,4,3,,,,
19827,2,2,2,1,,,,
19828,4,3,2,4,,,,
19829,3,2,1,3,,,,
19830,4,5,4,2,,,,
19831,1,1,1,5,,,,
19832,2,2,1,2,,,,
19833,4,2,3,4,,,,
19834,4,3,3,2,,,,
19835,4,5,5,4,,,,
19836,4,5,5,3,,,,
19837,2,1,1,5,,,,
19838,3,3,3,3,,,,
19839,4,2,3,4,,,,
19840,3,3,3,1,,,,
19841,2,2,1,1,,,,
19842,1,1,1,5,,,,
19843,4,1,3,4,,,,
19844,4,3,3,3,,,,
19845,4,3,3,1,,,,
19846,5,4,3,3,,,,
19847,4,4,3,2,,,,
19848,2,2,1,1,,,,
19849,4,5,4,4,,,,
19850,2,2,1,2,,,,
19851,4,5,5,5,,,,
19852,3,3,2,1,,,,
19853,4,3,3,2,,,,
19854,2,2,1,3,,,,
19855,4,4,2,2,,,,
19856,2,2,4,4,,,,
19857,4,3,3,3,,,,
19858,4,2,1,2,,,,
19859,2,2,1,4,,,,
19860,4,3,3,1,,,,
19861,4,3,3,5,,,,
19862,3,3,3,2,,,,
19863,4,4,3,4,,,,
19864,3,3,2,3,,,,
19865,4,5,5,4,,,,
19866,4,3,3,1,,,,
19867,4,5,5,4,,,,
19868,2,2,2,2,,,,
19869,2,4,5,1,,,,
19870,2,2,5,4,,,,
19871,5,5,5,5,,,,
19872,4,3,3,2,,,,
19873,2,2,1,1,,,,
19874,4,5,5,4,,,,
19875,4,4,3,2,,,,
19876,4,3,3,3,,,,
19877,2,2,1,2,,,,
19878,4,3,2,4,,,,
19879,2,2,1,5,,,,
19880,1,1,3,5,,,,
19881,2,3,1,3,,,,
19882,2,3,3,3,,,,
19883,4,5,4,4,,,,
19884,4,5,5,5,,,,
19885,4,4,4,1,,,,
19886,4,3,2,2,,,,
19887,1,1,5,5,,,,
19888,2,2,2,1,,,,
19889,3,3,4,3,,,,
19890,2,2,3,3,,,,
19891,2,2,5,4,,,,
19892,4,3,1,2,,,,
19893,2,2,3,5,,,,
19894,4,2,2,4,,,,
19895,3,3,5,2,,,,
19896,2,2,1,3,,,,
19897,5,5,4,5,,,,
19898,2,2,1,2,,,,
19899,2,2,1,3,,,,
19900,1,1,1,4,,,,
19901,2,2,1,1,,,,
19902,2,2,1,4,,,,
19903,4,3,2,3,,,,
19904,4,4,4,3,,,,
19905,4,2,4,4,,,,
19906,2,2,3,1,,,,
19907,2,3,3,4,,,,
19908,3,3,3,5,,,,
19909,2,2,2,3,,,,
19910,3,2,4,3,,,,
19911,4,3,2,2,,,,
19912,2,2,2,4,,,,
19913,3,3,1,3,,,,
19914,4,3,3,2,,,,
19915,3,2,3,1,,,,
19916,3,2,3,1,,,,
19917,2,2,1,2,,,,
19918,4,3,3,3,,,,
19919,2,3,3,3,,,,
19920,2,1,2,4,,,,
19921,2,2,3,5,,,,
19922,4,3,3,4,,,,
19923,2,2,1,2,,,,
19924,3,4,3,1,,,,
19925,3,3,3,3,,,,
19926,3,3,3,4,,,,
19927,2,2,2,3,,,,
19928,4,3,2,2,,,,
19929,4,2,3,1,,,,
19930,2,2,1,5,,,,
19931,4,5,5,4,,,,
19932,2,2,1,3,,,,
19933,2,2,1,1,,,,
19934,2,2,1,1,,,,
19935,2,3,2,2,,,,
19936,3,3,3,4,,,,
19937,4,4,4,3,,,,
19938,2,2,2,2,,,,
19939,2,2,2,1,,,,
19940,3,4,3,3,,,,
19941,2,2,2,2,,,,
19942,4,4,4,3,,,,
19943,3,3,3,3,,,,
19944,2,4,1,1,,,,
19945,2,2,1,1,,,,
19946,4,3,3,4,,,,
19947,4,3,3,3,,,,
19948,2,2,1,1,,,,
19949,3,2,3,2,,,,
19950,3,3,4,3,,,,
19951,3,3,4,2,,,,
19952,2,2,1,5,,,,
19953,4,2,4,3,,,,
19954,3,3,3,3,,,,
19955,4,3,3,4,,,,
19956,4,3,3,2,,,,
19957,2,2,1,1,,,,
19958,4,5,5,5,,,,
19959,3,3,3,3,,,,
19960,4,4,3,4,,,,
19961,4,4,1,5,,,,
19962,3,3,2,2,,,,
19963,3,3,3,2,,,,
19964,3,2,3,3,,,,
19965,4,3,4,2,,,,
19966,2,3,5,1,,,,
19967,4,3,1,2,,,,
19968,2,2,1,4,,,,
19969,2,2,3,3,,,,
19970,4,4,5,5,,,,
19971,4,3,3,3,,,,
19972,4,3,3,5,,,,
19973,2,3,2,1,,,,
19974,4,3,3,3,,,,
19975,2,2,3,5,,,,
19976,3,1,3,4,,,,
19977,2,2,1,2,,,,
19978,2,2,1,4,,,,
19979,4,3,2,2,,,,
19980,4,3,2,4,,,,
19981,2,5,1,4,,,,
19982,2,2,1,2,,,,
19983,2,2,1,2,,,,
19984,3,3,3,4,,,,
19985,3,3,3,3,,,,
19986,4,2,1,4,,,,
19987,2,2,1,5,,,,
19988,4,3,1,4,,,,
19989,2,3,3,2,,,,
19990,4,2,2,1,,,,
19991,2,2,3,4,,,,
19992,4,5,4,5,,,,
19993,4,4,1,4,,,,
19994,4,3,3,3,,,,
19995,4,4,4,5,,,,
19996,2,2,2,5,,,,
19997,2,2,3,2,,,,
19998,4,2,3,4,,,,
19999,2,2,3,5,,,,
20000,4,3,3,4,,,,
20001,2,2,2,4,,,,
20002,2,3,3,3,,,,
20003,4,3,2,4,,,,
20004,4,4,4,5,,,,
20005,4,5,5,4,,,,
20006,2,2,1,1,,,,
20007,2,1,1,5,,,,
20008,4,4,3,2,,,,
20009,5,5,4,5,,,,
20010,4,2,1,1,,,,
20011,2,2,3,3,,,,
20012,3,3,3,5,,,,
20013,3,3,2,4,,,,
20014,4,4,3,5,,,,
20015,2,2,1,4,,,,
20016,4,4,3,5,,,,
20017,3,3,1,4,,,,
20018,4,3,3,3,,,,
20019,4,3,4,4,,,,
20020,4,2,1,2,,,,
20021,2,2,1,3,,,,
20022,4,2,1,1,,,,
20023,3,2,3,4,,,,
20024,4,4,4,5,,,,
20025,4,4,5,5,,,,
20026,2,2,3,3,,,,
20027,2,2,2,4,,,,
20028,4,4,3,3,,,,
20029,5,2,3,2,,,,
20030,2,2,2,3,,,,
20031,3,2,3,3,,,,
20032,3,2,3,2,,,,
20033,2,2,1,3,,,,
20034,4,3,1,2,,,,
20035,4,5,4,5,,,,
20036,4,2,3,4,,,,
20037,4,5,3,5,,,,
20038,2,2,2,3,,,,
20039,4,3,4,5,,,,
20040,4,3,2,2,,,,
20041,2,2,1,3,,,,
20042,3,3,3,2,,,,
20043,2,2,1,5,,,,
20044,4,2,2,1,,,,
20045,4,4,3,4,,,,
20046,4,5,4,5,,,,
20047,2,1,2,4,,,,
20048,4,3,3,5,,,,
20049,4,4,4,4,,,,
20050,4,2,3,2,,,,
20051,2,4,3,5,,,,
20052,4,2,5,1,,,,
20053,2,2,5,2,,,,
20054,4,2,1,1,,,,
20055,2,2,1,1,,,,
20056,2,1,1,4,,,,
20057,3,3,3,1,,,,
20058,2,2,1,2,,,,
20059,2,3,1,3,,,,
20060,4,3,3,4,,,,
20061,4,5,5,5,,,,
20062,2,3,2,3,,,,
20063,4,3,3,2,,,,
20064,2,3,3,1,,,,
20065,5,5,4,5,,,,
20066,2,2,1,2,,,,
20067,2,2,2,3,,,,
20068,2,2,1,1,,,,
20069,2,2,1,3,,,,
20070,2,2,1,4,,,,
20071,4,4,1,5,,,,
20072,4,4,3,4,,,,
20073,4,2,3,1,,,,
20074,2,2,3,2,,,,
20075,4,3,4,3,,,,
20076,4,4,3,5,,,,
20077,2,2,1,4,,,,
20078,2,3,3,2,,,,
20079,4,4,3,3,,,,
20080,4,2,3,2,,,,
20081,4,4,4,5,,,,
20082,2,2,3,1,,,,
20083,4,3,3,4,,,,
20084,4,5,4,5,,,,
20085,4,5,3,4,,,,
20086,4,4,3,2,,,,
20087,4,2,1,3,,,,
20088,2,2,1,2,,,,
20089,2,2,1,1,,,,
20090,2,2,1,3,,,,
20091,4,3,3,1,,,,
20092,4,2,1,4,,,,
20093,2,2,1,1,,,,
20094,4,3,3,5,,,,
20095,4,4,2,3,,,,
20096,2,2,1,2,,,,
20097,3,4,3,3,,,,
20098,4,4,3,4,,,,
20099,4,4,3,2,,,,
20100,2,2,1,4,,,,
20101,4,2,2,2,,,,
20102,4,4,4,4,,,,
20103,4,3,3,1,,,,
20104,4,2,2,3,,,,
20105,2,2,2,2,,,,
20106,4,4,4,3,,,,
20107,5,5,5,4,,,,
20108,4,2,4,2,,,,
20109,5,5,4,5,,,,
20110,4,5,4,5,,,,
20111,4,5,4,5,,,,
20112,4,3,4,3,,,,
20113,2,2,2,2,,,,
20114,4,3,5,2,,,,
20115,4,2,4,1,,,,
20116,4,5,4,5,,,,
20117,4,5,4,4,,,,
20118,4,5,2,4,,,,
20119,4,5,4,5,,,,
20120,2,2,3,1,,,,
20121,4,3,4,2,,,,
20122,3,2,2,4,,,,
20123,4,1,5,1,,,,
20124,2,4,5,2,,,,
20125,4,3,5,3,,,,
20126,4,2,4,5,,,,
20127,3,3,3,3,,,,
20128,4,3,4,1,,,,
20129,2,2,5,4,,,,
20130,2,2,5,2,,,,
20131,2,2,2,4,,,,
20132,4,1,2,3,,,,
20133,4,4,4,4,,,,
20134,4,3,2,1,,,,
20135,2,2,5,3,,,,
20136,3,3,3,3,,,,
20137,4,2,5,2,,,,
20138,4,2,4,3,,,,
20139,2,2,2,4,,,,
20140,4,3,5,1,,,,
20141,3,2,4,2,,,,
20142,4,5,5,4,,,,
20143,4,4,3,4,,,,
20144,2,2,2,4,,,,
20145,4,5,5,5,,,,
20146,4,3,3,3,,,,
20147,4,4,4,2,,,,
20148,2,2,2,1,,,,
20149,4,4,2,5,,,,
20150,2,2,2,3,,,,
20151,3,4,1,4,,,,
20152,4,5,4,2,,,,
20153,2,2,4,1,,,,
