Audio,Darwin,Josefina,Richard,Sayuri
19287,3,3,1,5
19288,5,5,4,2
19289,4,3,2,5
19290,2,4,2,4
19291,2,4,2,1
19292,2,3,1,4
19293,5,2,2,1
19294,2,4,2,4
19295,4,4,4,1
19296,5,5,5,4
19297,2,3,1,5
19298,4,4,1,1
19299,1,4,2,1
19300,3,3,4,5
19301,4,4,4,4
19302,5,5,4,4
19303,1,4,1,1
19304,2,3,1,4
19305,2,4,1,1
19306,5,5,5,4
19307,4,4,2,1
19308,5,5,4,4
19309,2,4,2,5
19310,3,4,1,1
19311,5,5,4,1
19312,5,5,2,5
19313,4,4,4,4
19314,2,4,1,2
19315,3,4,1,3
19316,2,4,3,3
19317,2,3,1,2
19318,2,4,4,2
19319,2,4,3,3
19320,2,3,4,3
19321,3,3,3,4
19322,4,5,4,4
19323,4,4,1,3
19324,4,4,4,5
19325,3,3,3,3
19326,5,5,5,4
19327,2,2,4,4
19328,5,5,4,4
19329,4,4,3,4
19330,4,2,2,3
19331,5,5,5,5
19332,4,3,3,3
19333,3,3,3,3
19334,4,4,4,2
19335,4,4,1,4
19336,4,4,4,3
19337,5,5,4,5
19338,5,5,5,4
19339,3,4,1,2
19340,5,5,5,5
19341,2,4,3,3
19342,4,4,2,4
19343,4,5,4,3
19344,2,4,2,4
19345,4,4,2,3
19346,4,4,3,4
19347,2,3,3,3
19348,5,5,5,5
19349,5,5,4,4
19350,4,5,4,3
19351,4,3,3,4
19352,2,3,3,4
19353,4,4,2,3
19354,4,4,2,3
19355,5,4,4,4
19356,5,5,5,4
19357,4,5,4,5
19358,4,3,4,3
19359,2,3,3,3
19360,4,3,3,3
19361,2,3,4,2
19362,3,3,4,4
19363,4,4,4,4
19364,4,3,3,3
19365,4,4,1,2
19366,5,5,5,3
19367,5,4,4,4
19368,2,3,3,4
19369,2,4,1,3
19370,4,5,2,3
19371,2,4,1,2
19372,3,4,3,2
19373,4,4,4,3
19374,5,5,5,4
19375,4,2,3,4
19376,2,4,2,3
19377,4,5,2,4
19378,2,4,2,3
19379,2,4,2,2
19380,4,5,4,4
19381,2,4,3,3
19382,4,5,4,4
19383,4,5,4,3
19384,2,4,1,2
19385,5,5,4,4
19386,2,4,2,2
19387,5,5,5,4
19388,5,5,4,3
19389,2,3,3,2
19390,4,4,3,3
19391,3,3,1,2
19392,2,4,3,4
19393,4,4,1,4
19394,1,2,3,3
19395,4,4,2,2
19396,4,4,4,3
19397,4,4,2,4
19398,4,5,2,2
19399,5,4,4,1
19400,2,3,3,1
19401,4,4,2,3
19402,2,3,3,3
19403,4,4,4,4
19404,4,3,2,4
19405,5,4,3,4
19406,4,5,4,3
19407,5,5,5,4
19408,5,4,4,3
19409,2,4,1,2
19410,3,3,4,3
19411,4,4,3,3
19412,2,2,1,2
19413,4,5,4,5
19414,4,4,2,3
19415,2,2,4,3
19416,3,4,4,5
19417,4,4,4,3
19418,5,4,4,2
19419,4,3,3,3
19420,4,5,4,4
19421,1,2,2,2
19422,4,4,4,4
19423,2,3,3,3
19424,4,5,4,3
19425,2,3,4,3
19426,2,3,4,3
19427,5,5,4,4
19428,4,3,2,3
19429,2,3,2,3
19430,2,4,4,2
19431,4,3,2,3
19432,4,4,4,5
19433,2,4,2,3
19434,4,4,4,3
19435,4,3,3,3
19436,4,4,2,2
19437,2,1,4,2
19438,4,4,4,4
19439,3,3,4,3
19440,4,5,2,3
19441,4,4,5,2
19442,4,4,4,3
19443,2,4,1,3
19444,5,5,4,2
19445,2,4,2,3
19446,4,3,3,4
19447,5,5,4,4
19448,2,4,4,2
19449,4,4,5,1
19450,5,5,3,4
19451,2,2,3,3
19452,4,3,2,3
19453,2,4,3,1
19454,4,3,3,2
19455,5,4,4,5
19456,4,4,5,2
19457,2,3,3,4
19458,4,4,3,2
19459,3,5,3,3
19460,5,5,4,2
19461,2,4,2,2
19462,2,4,2,3
19463,2,4,3,2
19464,2,3,3,3
19465,4,5,4,4
19466,5,5,5,5
19467,5,5,5,2
19468,2,4,3,1
19469,4,4,4,3
19470,4,4,4,2
19471,4,4,1,2
19472,2,3,3,3
19473,4,4,2,2
19474,3,3,3,3
19475,2,3,3,2
19476,5,4,4,5
19477,2,2,3,1
19478,5,4,4,4
19479,2,4,3,2
19480,4,4,4,2
19481,5,5,5,4
19482,5,4,3,3
19483,5,5,5,2
19484,4,4,3,2
19485,4,4,3,3
19486,2,2,3,1
19487,2,4,2,3
19488,2,4,2,2
19489,5,5,4,4
19490,4,3,3,3
19491,4,4,5,5
19492,5,5,5,5
19493,5,5,4,4
19494,5,5,5,3
19495,5,5,4,3
19496,2,2,1,4
19497,3,3,3,1
19498,4,4,3,4
19499,3,3,3,1
19500,3,3,3,2
19501,4,3,2,2
19502,5,4,4,4
19503,2,3,3,2
19504,4,4,4,3
19505,5,5,3,5
19506,4,4,3,2
19507,5,5,3,2
19508,4,4,4,3
19509,4,4,3,2
19510,4,4,3,3
19511,2,3,1,2
19512,5,4,5,2
19513,5,5,4,4
19514,2,4,1,3
19515,4,4,3,2
19516,4,4,2,2
19517,2,4,3,1
19518,4,5,5,3
19519,5,4,4,2
19520,3,3,3,4
19521,4,4,4,2
19522,5,5,5,4
19523,5,4,3,2
19524,2,2,1,3
19525,5,5,5,3
19526,5,5,5,4
19527,2,2,3,3
19528,4,4,4,4
19529,5,5,5,5
19530,5,4,2,2
19531,3,4,3,1
19532,4,3,3,2
19533,4,4,2,3
19534,4,4,3,4
19535,5,5,5,2
19536,4,4,4,4
19537,4,4,3,3
19538,4,5,3,3
19539,4,3,1,3
19540,5,4,2,5
19541,2,3,3,2
19542,2,3,3,4
19543,4,3,3,3
19544,4,4,1,4
19545,4,4,3,3
19546,3,4,5,4
19547,4,2,2,3
19548,5,5,5,5
19549,4,4,3,1
19550,5,5,4,2
19551,5,5,4,4
19552,5,4,2,3
19553,1,2,5,2
19554,4,4,4,4
19555,2,4,3,3
19556,3,3,3,2
19557,4,4,3,2
19558,5,4,4,3
19559,5,4,4,3
19560,2,3,2,1
19561,4,4,2,2
19562,3,3,3,3
19563,3,3,3,2
19564,2,4,3,1
19565,2,3,3,2
19566,2,4,4,3
19567,5,5,5,4
19568,5,5,5,5
19569,4,4,5,3
19570,4,4,4,4
19571,2,4,4,2
19572,3,3,3,2
19573,5,4,5,4
19574,2,4,2,2
19575,4,4,5,4
19576,2,3,3,3
19577,4,4,2,2
19578,5,5,5,2
19579,4,4,1,1
19580,5,5,4,5
19581,4,4,5,2
19582,4,5,4,1
19583,2,3,3,3
19584,5,5,5,4
19585,2,3,3,3
19586,4,4,3,4
19587,3,3,3,5
19588,2,3,3,1
19589,3,4,5,2
19590,1,4,5,3
19591,5,5,5,3
19592,1,3,2,3
19593,4,4,4,4
19594,3,3,3,2
19595,4,4,3,3
19596,4,4,3,2
19597,5,5,4,4
19598,4,3,3,3
19599,5,5,5,4
19600,4,4,4,3
19601,5,5,4,4
19602,4,4,3,2
19603,5,5,4,3
19604,3,3,3,3
19605,2,4,3,4
19606,5,4,5,3
19607,3,3,3,1
19608,4,4,3,3
19609,5,4,4,5
19610,5,5,5,3
19611,5,5,2,4
19612,4,4,2,3
19613,4,4,3,3
19614,4,3,3,3
19615,3,3,3,2
19616,4,3,4,4
19617,1,4,3,5
19618,4,5,4,4
19619,5,4,3,2
19620,3,3,3,1
19621,2,3,4,2
19622,2,2,3,3
19623,5,4,3,4
19624,4,4,3,3
19625,5,4,5,4
19626,2,2,3,5
19627,4,4,3,3
19628,5,4,4,3
19629,1,2,1,1
19630,4,4,1,4
19631,5,5,5,4
19632,4,4,3,2
19633,4,4,3,4
19634,4,4,4,3
19635,4,4,4,2
19636,3,3,3,3
19637,5,5,5,5
19638,5,4,4,3
19639,4,4,3,2
19640,5,5,4,4
19641,4,4,3,3
19642,3,3,3,3
19643,2,4,2,4
19644,5,4,5,5
19645,2,3,3,4
19646,3,3,3,2
19647,2,3,3,4
19648,3,3,3,3
19649,4,4,4,2
19650,3,3,3,3
19651,5,5,4,5
19652,4,4,5,2
19653,4,4,4,3
19654,3,3,3,4
19655,3,3,4,1
19656,4,4,2,3
19657,4,4,4,4
19658,4,4,5,2
19659,5,5,5,4
19660,5,4,5,5
19661,4,2,1,2
19662,4,5,5,4
19663,5,5,5,5
19664,4,4,5,3
19665,5,5,4,4
19666,5,5,5,3
19667,1,2,1,2
19668,4,4,3,3
19669,3,3,3,3
19670,2,2,3,4
19671,4,4,3,3
19672,5,5,4,4
19673,4,4,3,5
19674,5,5,5,5
19675,5,5,4,5
19676,5,4,5,4
19677,4,4,1,3
19678,2,2,3,4
19679,5,4,5,2
19680,5,5,3,3
19681,5,5,5,2
19682,4,4,5,4
19683,5,4,5,4
19684,2,2,3,3
19685,4,4,4,2
19686,2,2,3,4
19687,4,4,2,3
19688,5,4,3,4
19689,2,4,1,3
19690,2,4,3,3
19691,5,5,5,5
19692,1,2,1,3
19693,4,4,3,4
19694,2,2,3,5
19695,4,4,4,4
19696,4,4,1,3
19697,4,3,3,4
19698,4,2,1,3
19699,4,4,3,4
19700,4,5,3,3
19701,2,2,3,3
19702,2,3,3,2
19703,4,4,4,3
19704,4,4,4,2
19705,5,4,4,3
19706,2,3,3,3
19707,4,4,3,2
19708,5,5,5,5
19709,5,5,5,4
19710,2,4,5,2
19711,4,4,3,3
19712,5,4,4,4
19713,4,4,4,3
19714,5,5,5,4
19715,2,2,1,2
19716,3,3,3,3
19717,5,5,4,5
19718,2,4,3,3
19719,5,4,5,4
19720,5,5,5,4
19721,3,2,3,3
19722,3,3,2,2
19723,4,4,4,2
19724,4,3,3,4
19725,4,4,3,2
19726,2,2,2,3
19727,2,2,3,5
19728,2,2,3,4
19729,4,4,3,3
19730,4,4,4,5
19731,5,4,3,4
19732,4,4,4,2
19733,1,3,2,3
19734,5,5,4,4
19735,4,4,4,5
19736,2,3,2,3
19737,2,4,4,2
19738,4,4,4,3
19739,5,5,5,4
19740,4,3,3,3
19741,4,4,3,3
19742,1,4,2,2
19743,5,4,3,2
19744,4,4,4,2
19745,5,4,5,3
19746,2,4,3,2
19747,4,2,3,3
19748,4,4,5,3
19749,4,4,4,3
19750,4,2,3,2
19751,4,4,3,3
19752,4,4,3,4
19753,5,5,4,4
19754,1,4,2,2
19755,2,4,3,2
19756,5,5,5,4
19757,5,4,4,3
19758,4,3,3,4
19759,4,4,3,1
19760,5,5,5,4
19761,4,5,4,4
19762,5,5,5,5
19763,2,3,3,4
19764,1,2,3,1
19765,4,3,2,3
19766,5,5,5,5
19767,5,5,4,4
19768,2,2,3,4
19769,4,5,5,5
19770,4,3,3,3
19771,4,4,3,3
19772,5,4,4,4
19773,4,4,5,2
19774,5,5,5,5
19775,3,4,3,3
19776,5,5,4,3
19777,4,3,1,2
19778,2,2,3,4
19779,5,4,3,3
19780,4,4,4,3
19781,2,2,4,3
19782,4,4,3,2
19783,4,3,3,3
19784,5,5,3,3
19785,5,5,5,2
19786,4,4,5,2
19787,5,4,4,3
19788,5,4,3,2
19789,4,4,3,3
19790,2,2,2,2
19791,5,5,4,5
19792,5,5,4,4
19793,3,4,4,2
19794,2,4,4,3
19795,4,4,3,4
19796,3,3,3,3
19797,4,4,5,3
19798,4,4,3,5
19799,3,4,4,4
19800,4,4,4,5
19801,4,4,4,3
19802,4,3,3,3
19803,4,2,4,2
19804,3,4,4,2
19805,4,3,3,3
19806,4,2,3,4
19807,2,2,3,4
19808,5,4,5,3
19809,3,4,4,3
19810,2,2,3,3
19811,4,4,4,2
19812,1,2,4,3
19813,5,5,5,5
19814,4,4,4,2
19815,2,4,3,3
19816,2,2,3,2
19817,3,4,4,5
19818,5,4,4,2
19819,5,4,4,3
19820,3,3,3,3
19821,2,2,3,2
19822,4,4,4,3
19823,4,4,4,4
19824,4,4,4,3
19825,5,5,4,5
19826,5,5,4,4
19827,4,2,3,4
19828,4,3,2,3
19829,4,5,4,5
19830,4,5,5,3
19831,5,5,5,4
19832,4,5,5,3
19833,5,5,4,3
19834,4,3,3,3
19835,5,5,4,3
19836,5,5,4,4
19837,4,5,3,4
19838,3,3,3,4
19839,4,4,1,5
19840,4,3,3,2
19841,2,4,4,2
19842,5,5,4,4
19843,5,5,4,3
19844,2,2,3,4
19845,2,2,3,2
19846,5,5,4,2
19847,4,4,3,3
19848,4,4,5,2
19849,5,5,4,5
19850,4,4,4,3
19851,5,5,5,4
19852,3,3,3,3
19853,2,2,3,1
19854,4,4,4,2
19855,4,4,3,1
19856,4,5,4,3
19857,4,3,3,4
19858,2,2,3,1
19859,5,4,4,5
19860,4,4,3,4
19861,4,3,3,4
19862,3,3,3,1
19863,4,4,3,3
19864,3,3,1,4
19865,5,5,5,3
19866,4,2,3,2
19867,5,5,5,5
19868,4,4,4,3
19869,2,4,1,2
19870,2,2,1,3
19871,5,5,5,4
19872,2,2,2,3
19873,2,2,4,2
19874,5,5,5,3
19875,4,4,4,3
19876,4,3,3,3
19877,4,4,3,3
19878,2,3,3,3
19879,4,4,5,4
19880,5,5,5,4
19881,4,3,1,4
19882,4,3,3,2
19883,5,5,4,3
19884,5,5,5,4
19885,4,5,4,3
19886,4,4,1,2
19887,5,5,5,4
19888,2,4,4,2
19889,3,4,4,3
19890,4,4,4,2
19891,5,4,4,3
19892,2,3,3,3
19893,5,5,4,4
19894,4,5,4,3
19895,3,3,1,3
19896,2,4,5,4
19897,5,5,4,4
19898,2,4,4,3
19899,5,4,5,2
19900,5,5,5,3
19901,1,2,1,2
19902,4,4,4,3
19903,2,3,1,2
19904,4,4,4,4
19905,4,4,3,5
19906,4,4,3,2
19907,4,3,3,3
19908,4,3,3,4
19909,5,4,3,4
19910,4,4,4,4
19911,4,2,3,3
19912,4,4,5,3
19913,3,3,2,4
19914,2,3,3,3
19915,4,4,3,4
19916,4,4,3,2
19917,4,4,3,3
19918,4,3,3,2
19919,1,4,3,2
19920,4,5,5,5
19921,4,4,5,4
19922,4,2,3,3
19923,4,2,3,3
19924,3,3,3,3
19925,3,3,3,2
19926,4,3,3,3
19927,5,4,4,4
19928,2,4,4,3
19929,4,4,3,3
19930,5,5,4,4
19931,5,5,5,3
19932,4,5,4,5
19933,2,4,3,2
19934,2,2,4,3
19935,2,3,3,1
19936,3,3,3,3
19937,4,4,4,4
19938,2,4,2,3
19939,4,4,4,2
19940,3,4,3,3
19941,4,5,4,1
19942,5,5,4,2
19943,3,4,3,2
19944,2,2,3,2
19945,4,4,4,2
19946,4,3,3,3
19947,4,4,3,4
19948,4,4,1,2
19949,4,4,3,1
19950,3,3,4,2
19951,4,3,4,3
19952,4,4,4,4
19953,4,4,3,2
19954,3,3,3,3
19955,2,2,3,3
19956,4,4,3,3
19957,4,4,1,3
19958,5,5,5,4
19959,3,4,3,4
19960,4,4,3,5
19961,5,5,4,4
19962,3,3,3,3
19963,3,3,3,4
19964,3,4,3,4
19965,2,3,1,3
19966,1,2,1,3
19967,2,4,4,3
19968,4,4,5,3
19969,4,4,3,5
19970,5,5,5,4
19971,4,2,3,4
19972,4,3,3,4
19973,2,2,2,2
19974,2,3,3,4
19975,5,4,3,4
19976,5,5,4,3
19977,4,4,4,3
19978,5,4,3,5
19979,2,2,3,1
19980,2,3,3,3
19981,5,5,4,5
19982,4,4,5,4
19983,4,4,2,3
19984,3,3,3,3
19985,3,4,3,3
19986,4,4,4,3
19987,5,4,5,4
19988,1,3,2,3
19989,2,2,3,1
19990,4,4,2,2
19991,5,4,4,5
19992,5,5,5,4
19993,2,2,1,3
19994,4,2,3,3
19995,5,4,4,4
19996,4,4,4,4
19997,4,4,3,3
19998,4,4,3,3
19999,4,4,4,4
20000,2,4,3,3
20001,4,4,4,3
20002,4,3,3,4
20003,2,3,3,5
20004,5,5,4,5
20005,5,5,5,3
20006,4,4,3,3
20007,4,5,4,4
20008,4,4,3,3
20009,5,5,5,4
20010,4,4,3,2
20011,2,2,3,4
20012,3,3,3,3
20013,3,4,2,3
20014,4,4,3,4
20015,5,4,4,3
20016,4,4,3,4
20017,3,3,4,3
20018,2,2,3,4
20019,4,5,4,5
20020,4,4,5,1
20021,4,4,3,2
20022,2,3,3,2
20023,3,4,3,5
20024,4,4,4,4
20025,5,5,5,5
20026,4,4,3,4
20027,5,4,3,5
20028,5,5,3,4
20029,5,4,3,3
20030,4,4,4,4
20031,3,4,4,4
20032,3,3,3,1
20033,2,2,1,2
20034,2,2,2,1
20035,5,5,4,4
20036,4,4,3,5
20037,5,5,4,4
20038,4,4,4,4
20039,2,3,3,4
20040,2,2,3,3
20041,4,3,3,4
20042,3,3,3,3
20043,5,4,4,4
20044,4,4,3,3
20045,4,4,3,3
20046,5,5,4,4
20047,5,5,5,3
20048,4,3,3,4
20049,4,4,4,5
20050,4,2,3,3
20051,5,4,3,4
20052,4,4,2,2
20053,4,4,1,3
20054,4,4,3,2
20055,4,4,3,4
20056,5,5,4,5
20057,3,3,3,2
20058,4,4,2,3
20059,2,2,4,3
20060,2,3,3,3
20061,5,5,5,4
20062,2,2,3,2
20063,2,2,3,3
20064,2,2,3,3
20065,5,5,5,4
20066,4,4,2,3
20067,4,4,3,4
20068,4,4,4,2
20069,2,4,4,5
20070,4,4,4,3
20071,5,4,3,4
20072,4,4,3,3
20073,4,4,3,4
20074,4,2,3,1
20075,4,3,2,4
20076,5,5,4,4
20077,4,5,5,5
20078,1,2,3,3
20079,4,4,3,4
20080,4,3,3,1
20081,4,4,4,4
20082,2,2,3,3
20083,2,2,2,3
20084,5,5,4,4
20085,5,5,5,3
20086,4,4,3,1
20087,4,4,5,2
20088,4,4,4,3
20089,4,4,2,3
20090,4,4,5,2
20091,1,2,3,2
20092,4,4,4,3
20093,3,2,5,2
20094,4,3,3,4
20095,4,4,3,4
20096,4,4,4,3
20097,3,4,3,2
20098,5,4,3,5
20099,4,4,3,3
20100,5,4,5,5
20101,2,4,3,1
20102,5,4,4,3
20103,2,2,4,3
20104,2,4,2,4
20105,4,4,4,3
20106,5,4,4,4
20107,5,5,5,5
20108,2,2,2,1
20109,5,5,4,4
20110,5,5,5,5
20111,5,5,4,5
20112,2,3,3,2
20113,4,4,4,2
20114,4,3,3,3
20115,2,2,2,2
20116,5,5,4,4
20117,5,5,4,5
20118,5,5,4,3
20119,5,5,4,4
20120,2,4,4,2
20121,2,3,2,3
20122,3,4,4,5
20123,5,5,5,4
20124,4,4,4,3
20125,2,4,2,4
20126,5,4,4,4
20127,3,3,3,3
20128,2,2,2,3
20129,2,2,2,2
20130,2,4,3,1
20131,4,4,5,3
20132,4,5,4,4
20133,4,4,4,3
20134,2,2,4,2
20135,2,4,1,2
20136,3,3,4,2
20137,2,3,3,3
20138,2,2,2,2
20139,4,4,4,5
20140,2,3,3,3
20141,3,2,2,3
20142,5,5,5,2
20143,4,4,4,4
20144,4,4,4,4
20145,5,5,5,4
20146,2,2,3,4
20147,2,4,3,3
20148,4,4,4,4
20149,4,4,4,5
20150,2,4,4,4
20151,5,5,4,5
20152,5,5,4,4
20153,5,4,2,2
20154,4,3,2,3
20155,5,5,4,4
20156,5,4,4,3
20157,5,5,5,5
20158,2,4,4,3
20159,2,3,2,2
20160,5,5,5,5
20161,2,4,4,3
20162,3,2,3,5
20163,5,5,5,4
20164,5,5,5,5
20165,2,4,2,4
20166,4,4,4,5
20167,4,2,2,1
20168,4,4,2,3
20169,2,3,2,4
20170,3,4,2,2
20171,2,2,3,3
20172,5,5,5,4
20173,2,3,3,3
20174,2,4,2,4
20175,4,4,2,5
20176,2,4,2,4
20177,2,3,2,1
20178,5,5,5,4
20179,3,3,2,2
20180,5,5,5,4
20181,5,4,2,4
20182,4,4,2,2
20183,2,4,4,3
20184,1,3,3,2
20185,4,4,1,4
20186,4,5,4,3
20187,2,3,2,4
20188,5,5,5,4
20189,4,4,2,3
20190,4,5,4,5
20191,2,2,2,3
20192,5,4,4,4
20193,3,3,4,2
20194,2,4,4,3
20195,4,4,2,4
20196,4,4,4,3
20197,5,5,4,3
20198,4,2,2,4
20199,4,4,4,3
20200,4,3,3,3
20201,4,4,1,2
20202,4,4,2,3
20203,2,2,3,3
20204,5,5,4,4
20205,2,2,3,4
20206,5,4,2,3
20207,4,4,4,3
20208,3,3,2,4
20209,2,4,2,4
20210,5,4,4,4
20211,2,2,3,2
20212,5,5,2,3
20213,5,5,5,4
20214,4,3,3,3
20215,2,2,2,3
20216,4,5,2,4
20217,5,5,5,5
20218,2,2,1,2
20219,4,3,2,3
20220,2,3,2,4
20221,5,5,4,4
20222,5,5,5,4
20223,5,5,4,4
20224,4,4,2,3
20225,5,5,5,4
20226,3,4,4,2
20227,5,5,4,4
20228,5,5,4,2
20229,5,5,5,5
20230,4,5,4,4
20231,1,3,2,3
20232,5,5,4,5
20233,5,5,4,4
20234,5,5,4,3
20235,1,4,2,3
20236,2,4,1,4
20237,5,5,5,5
20238,4,4,4,2
20239,5,4,5,5
20240,5,5,2,4
20241,1,3,3,4
20242,3,3,3,4
20243,3,3,3,1
20244,5,5,4,5
20245,4,4,2,1
20246,2,2,2,4
20247,5,5,4,4
20248,5,5,4,5
20249,4,4,4,2
20250,4,5,4,4
20251,4,4,4,2
20252,4,3,3,3
20253,1,4,4,2
20254,4,4,4,3
20255,1,4,5,2
20256,2,2,2,3
20257,2,3,3,4
20258,5,5,4,4
20259,4,2,4,5
20260,3,4,3,4
20261,5,5,5,5
20262,5,4,4,2
20263,5,5,4,4
20264,4,4,1,5
20265,3,4,4,4
20266,4,4,2,4
20267,4,4,1,3
20268,2,4,4,1
20269,4,4,4,2
20270,5,5,5,4
20271,5,4,3,4
20272,5,5,4,5
20273,2,4,4,4
20274,5,4,1,4
20275,5,5,4,4
20276,5,5,4,5
20277,2,3,2,2
20278,2,3,2,1
20279,3,3,4,2
20280,1,2,3,2
20281,3,2,3,3
20282,4,3,2,3
20283,5,5,5,3
20284,3,2,3,2
20285,4,4,4,3
20286,2,2,3,2
20287,3,4,4,3
20288,3,4,1,4
20289,4,4,4,3
20290,3,3,3,4
20291,2,3,3,5
20292,2,4,4,2
20293,2,2,4,2
20294,5,5,4,3
20295,4,4,2,4
20296,4,3,3,2
20297,2,3,3,3
20298,2,3,3,3
20299,4,4,4,2
20300,2,3,3,2
20301,4,4,4,2
20302,5,5,4,4
20303,4,4,4,5
20304,4,4,2,4
20305,3,3,3,3
20306,2,2,4,3
20307,4,4,1,4
20308,2,2,4,5
20309,3,3,3,5
20310,2,2,2,3
20311,4,4,1,2
20312,4,4,4,3
20313,4,4,4,4
20314,2,3,4,3
20315,4,5,3,3
20316,2,2,1,2
20317,3,3,3,2
20318,4,4,2,2
20319,5,5,4,4
20320,4,4,3,3
20321,5,5,4,4
20322,2,3,2,3
20323,2,3,3,3
20324,5,5,3,5
20325,5,5,4,4
20326,2,2,4,3
20327,2,2,2,2
20328,5,5,5,4
20329,4,4,3,2
20330,5,5,5,3
20331,2,3,2,4
20332,5,4,2,5
20333,4,4,5,3
20334,4,2,2,3
20335,4,4,5,5
20336,2,3,3,4
20337,4,4,4,4
20338,4,4,5,3
20339,2,4,1,4
20340,3,3,2,3
20341,5,5,4,3
20342,3,3,3,3
20343,2,2,2,2
20344,2,4,3,3
20345,2,2,4,1
20346,4,4,1,2
20347,2,4,1,4
20348,2,3,3,3
20349,4,3,2,4
20350,4,4,2,3
20351,3,3,4,2
20352,4,5,4,4
20353,4,3,3,4
20354,2,3,2,3
20355,5,4,5,5
20356,2,4,2,2
20357,5,5,5,5
20358,5,5,5,3
20359,5,4,4,3
20360,3,3,3,2
20361,4,4,4,4
20362,3,3,4,3
20363,4,4,4,2
20364,4,4,3,1
20365,5,5,5,5
20366,5,4,4,4
20367,5,5,5,5
20368,5,5,5,5
20369,4,4,1,2
20370,4,4,2,2
20371,4,3,3,3
20372,4,3,2,4
20373,4,3,3,4
20374,2,3,2,3
20375,2,4,2,3
20376,1,3,2,2
20377,2,3,2,4
20378,2,4,2,5
20379,4,5,5,5
20380,5,5,5,3
20381,3,3,4,3
20382,2,2,3,3
20383,3,3,3,2
20384,4,5,4,3
20385,4,4,4,2
20386,2,2,2,3
20387,5,5,4,5
20388,5,5,4,4
20389,5,4,2,4
20390,3,3,4,3
20391,5,5,2,5
20392,4,3,4,2
20393,4,5,4,2
20394,5,5,2,3
20395,4,4,2,3
20396,3,3,3,2
20397,3,3,3,2
20398,3,3,2,3
20399,3,2,2,2
20400,5,5,5,5
20401,2,2,2,3
20402,2,2,2,2
20403,5,5,5,3
20404,5,5,5,4
20405,4,3,2,2
20406,5,5,5,4
20407,4,2,2,3
20408,4,5,4,2
20409,1,3,2,3
20410,2,2,2,4
20411,4,4,2,3
20412,3,3,3,2
20413,5,5,5,5
20414,5,5,4,3
20415,4,4,2,1
20416,2,3,2,2
20417,4,4,2,3
20418,2,4,5,1
20419,5,5,5,5
20420,4,4,1,2
20421,3,3,2,3
20422,2,3,3,2
20423,5,5,5,5
20424,4,3,3,3
20425,4,4,4,3
20426,4,4,3,4
20427,5,4,4,5
20428,2,2,1,3
20429,5,5,5,5
20430,5,5,4,3
20431,3,3,3,4
20432,2,2,2,2
20433,4,4,4,2
20434,5,4,2,3
20435,4,2,2,2
20436,4,2,2,3
20437,5,4,5,2
20438,4,4,1,4
20439,4,4,1,5
20440,2,3,1,3
20441,4,4,4,4
20442,4,2,2,3
20443,4,4,2,4
20444,5,5,5,4
20445,3,3,2,1
20446,5,5,5,5
20447,2,3,3,3
20448,2,4,5,2
20449,4,4,3,5
20450,2,3,3,3
20451,3,3,3,4
20452,4,4,2,3
20453,5,5,4,4
20454,4,5,5,5
20455,4,2,2,1
20456,5,5,5,3
20457,4,3,3,4
20458,4,2,2,3
20459,4,4,2,4
20460,4,3,2,2
20461,4,5,4,4
20462,4,3,2,3
20463,4,4,2,3
20464,2,2,2,2
20465,4,4,4,4
20466,4,4,4,4
20467,5,5,4,4
20468,2,3,1,3
20469,4,4,3,2
20470,4,3,4,3
20471,2,4,2,3
20472,4,4,5,5
20473,2,4,4,2
20474,4,3,4,3
20475,2,2,5,2
20476,5,5,2,4
20477,4,3,4,3
20478,4,4,2,2
20479,4,4,2,4
20480,5,4,2,5
20481,4,4,1,3
20482,2,4,4,3
20483,2,3,3,2
20484,2,2,2,3
20485,4,4,2,2
20486,4,4,4,4
20487,4,3,5,5
20488,4,5,2,4
20489,5,5,4,3
20490,5,4,2,4
20491,2,3,4,3
20492,4,3,3,2
20493,3,4,2,4
20494,4,4,2,3
20495,2,2,4,2
20496,3,3,5,3
20497,4,4,4,2
20498,4,4,4,3
20499,4,4,2,4
20500,4,4,2,4
20501,5,4,4,3
20502,2,3,5,4
20503,4,4,5,5
20504,2,3,1,3
20505,3,3,4,1
20506,4,3,3,3
20507,2,3,2,2
20508,5,5,4,3
20509,2,3,5,4
20510,5,5,2,4
20511,2,3,4,1
20512,4,4,2,3
20513,2,3,1,4
20514,4,4,2,2
20515,4,4,3,3
20516,3,3,5,4
20517,4,3,4,3
20518,3,4,2,2
20519,5,5,2,4
20520,4,4,2,3
20521,5,4,4,2
20522,4,4,4,2
20523,4,4,3,3
20524,2,2,3,1
20525,4,4,4,3
20526,4,4,5,2
20527,5,5,1,4
20528,4,4,2,1
20529,3,3,4,3
20530,5,5,4,4
20531,5,5,2,2
20532,2,2,2,4
20533,4,4,5,1
20534,2,3,4,3
20535,5,5,4,3
20536,5,5,1,2
20537,5,5,1,3
20538,5,4,2,4
20539,2,4,4,3
20540,3,4,3,2
20541,5,5,5,5
20542,4,4,2,2
20543,5,5,2,4
20544,5,5,3,3
20545,4,4,5,4
20546,5,5,1,3
20547,1,2,4,3
20548,3,3,5,2
20549,2,4,4,5
20550,2,4,2,1
20551,2,2,4,2
20552,4,4,5,4
20553,4,4,4,5
20554,4,3,5,3
20555,5,5,4,2
20556,5,5,3,4
